item	nak	nek	naknek
i d é ny	0	600	0.000
i d é t l e n	0	243	0.000
i d é z é s	0	200	0.000
i d é z e t	0	292	0.000
i d é z e t t	0	13	0.000
i d i l l	0	278	0.000
i d ő	0	998	0.000
i d ő k	0	219	0.000
i d ő l e g e s	0	16	0.000
i d ő m	0	7	0.000
i d ő s	0	72	0.000
i d ő s e b b	0	96	0.000
i d ő z í t é s	0	12	0.000
i g e	0	1850	0.000
i g e n	0	286	0.000
i g e n l é s	0	12	0.000
i g é ny	0	4400	0.000
i g é ny e k	0	18200	0.000
i g é ny e l t	0	19	0.000
i g é ny e s	0	710	0.000
i g é ny l ő	0	202	0.000
i g é ny t e l e n	0	228	0.000
i g é ny ű	0	10	0.000
í g é r e t	0	818	0.000
í g é r e t e k	0	617	0.000
í g é r ő	0	19	0.000
í g é r t	0	13	0.000
i g é z e t	0	31	0.000
i gy e k e z e t	0	329	0.000
i gy e k v é s	0	11	0.000
i h l e t	0	222	0.000
i h l e t e t t	0	63	0.000
i j e d e l e m	0	17	0.000
i j e d t	0	102	0.000
i j e d t s é g	0	35	0.000
i j e sz t ő	0	64	0.000
i k e r	0	73	0.000
i k r e k	0	439	0.000
i l l e d e l m e s	0	31	0.000
i l l e m	0	72	0.000
i l l e n d ő	0	37	0.000
i l l é s	0	607	0.000
i l l e sz k e d é s	0	47	0.000
i l l e sz k e d ő	0	18	0.000
i l l e sz t é s	0	86	0.000
i l l e t é k e k	0	81	0.000
i l l e t l e n s é g	0	243	0.000
i l l e t m é ny	0	217	0.000
i l l e t ő	0	475	0.000
i l l ő	0	97	0.000
i ly	0	48	0.000
i m p o r t ő r	0	28	0.000
i n ch	0	6	0.000
i n c i d e n s	0	365	0.000
i n cs e l k e d é s	0	11	0.000
i n d e k s	0	3690	0.000
i n d i sz k r é t	0	30	0.000
i n e r t	0	15	0.000
i n g e r	0	166	0.000
i n g e r l é k e ny	0	42	0.000
i n g e r l é s	0	39	0.000
i n g e r ü l t s é g	0	22	0.000
i n gy e n e s	0	302	0.000
í n s é g	0	76	0.000
í n s é g e s	0	11	0.000
i n t e l l i g e n s	0	519	0.000
i n t e l m e k	0	48	0.000
i n t é s	0	124	0.000
i n t é z m é ny e s	0	18	0.000
i n t i m	0	85	0.000
i n v e r z	0	11	0.000
í ny	0	62	0.000
í ny e n c	0	88	0.000
i p s e	0	62	0.000
i r i gy	0	80	0.000
i r i gy s é g	0	181	0.000
í r i sz	0	31	0.000
i s m e r é s	0	22	0.000
i s m e r e t	0	548	0.000
i s m e r e t e k	0	2650	0.000
i s m e r e t s é g	0	148	0.000
i s m e r ő s	0	348	0.000
i s m e r t	0	807	0.000
i s m e r t e t é s	0	127	0.000
i s m é r v	0	84	0.000
i s m é t l é s	0	302	0.000
i s t e n e m	0	763	0.000
i s t e n e s	0	12	0.000
i s t e n n é	0	15	0.000
i s t e n s é g	0	645	0.000
i s t e n t e l e n	0	216	0.000
í t é l e t	0	1680	0.000
í t é l e t e k	0	201	0.000
í t é l t	0	112	0.000
í v e k	0	103	0.000
í z e l í t ő	0	58	0.000
í z e s	0	20	0.000
í z e s í t é s	0	32	0.000
í z e s í t ő	0	9	0.000
í z e t l e n	0	92	0.000
i z g i	0	37	0.000
í z l e l é s	0	38	0.000
í z l é s	0	955	0.000
í z l é s e m	0	344	0.000
í z l é s e s	0	132	0.000
í z l é s t e l e n	0	551	0.000
í z l e t e s	0	224	0.000
i z o m e r	0	10	0.000
í z ű	0	27	0.000
í z ü l e t	0	25	0.000
j é g	0	276	0.000
j e g e s	0	28	0.000
j e gy	0	596	0.000
j e gy e s	0	58	0.000
j e gy e s e k	0	154	0.000
j e gy e s s é g	0	27	0.000
j e gy z é s	0	26	0.000
j e gy z e t	0	275	0.000
j e gy z e t e k	0	114	0.000
j e gy z e t t	0	8	0.000
j e gy z ő k ö ny v	0	210	0.000
j e l	0	3770	0.000
j e l e	0	2680	0.000
j e l e k	0	825	0.000
j e l e n é s	0	87	0.000
j e l e n e t	0	2010	0.000
j e l e n l e v ő k	0	78	0.000
j e l e n s é g e k	0	2020	0.000
j e l e n t é k e ny	0	108	0.000
j e l e n t é s	0	2350	0.000
j e l e n t é s e k	0	449	0.000
j e l e n t k e z é s	0	986	0.000
j e l e n t k e z ő	0	479	0.000
j e l e n t ő s	0	624	0.000
j e l e n t ő s é g	0	13	0.000
j e l e s	0	102	0.000
j e l l e g	0	470	0.000
j e l l e g e	0	10600	0.000
j e l l e g t e l e n	0	104	0.000
j e l l e g ű	0	571	0.000
j e l l e g z e t e s	0	237	0.000
j e l l e m	0	393	0.000
j e l l e m t e l e n	0	47	0.000
j e l l e m z é s	0	96	0.000
j e l l e m z ő	0	243	0.000
j e l ö l t s é g	0	18	0.000
j e l v é ny	0	80	0.000
j e l v é ny e k	0	53	0.000
j e l z é s	0	626	0.000
j e l z e t	0	22	0.000
j e l z e t t	0	22	0.000
j e l z ő	0	68	0.000
j e n k i	0	51	0.000
j e n k i k	0	51	0.000
j o g sz e r ű s é g	0	9	0.000
j ó h i sz e m ű	0	27	0.000
j ó k é p ű	0	13	0.000
j ö t t	0	78	0.000
j ö t t ü n k	0	9	0.000
j ö v e d e l e m	0	2230	0.000
j ö v e n d ő	0	34	0.000
j ö v e n d ö l é s	0	117	0.000
j ö v e v é ny	0	600	0.000
j ö v ő	0	587	0.000
k a b i n e t	0	974	0.000
k a l i b e r	0	32	0.000
k a r d cs ö r t e t é s	0	11	0.000
k a t a l í z i s	0	10	0.000
k a t e k é z i s	0	71	0.000
k e b e l	0	243	0.000
k e cs e s	0	54	0.000
k e cs k e	0	452	0.000
k e d d	0	66	0.000
k e d é ly	0	141	0.000
k e d é ly e s	0	64	0.000
k e d é ly e s s é g	0	25	0.000
k e d v	0	293	0.000
k e d v e	0	1960	0.000
k e d v e d	0	54	0.000
k e d v e l t	0	47	0.000
k e d v e m	0	83	0.000
k e d v e n c	0	32200	0.000
k e d v e s	0	1940	0.000
k e d v e s k e d é s	0	39	0.000
k e d v e s s é g	0	95	0.000
k e d v e t l e n s é g	0	25	0.000
k e d v e z é s	0	11	0.000
k e d v e z m é ny	0	387	0.000
k e d v e z m é ny e s	0	46	0.000
k e d v e z ő	0	374	0.000
k e d v e z ő t l e n	0	87	0.000
k e d v t e l é s	0	91	0.000
k e d v ű	0	12	0.000
k e gy	0	171	0.000
k e gy e l e t	0	127	0.000
k e gy e l m e s	0	24	0.000
k e gy e n c	0	20	0.000
k e gy e s	0	163	0.000
k e gy e s s é g	0	178	0.000
k e gy e t l e n s é g	0	222	0.000
k e h e ly	0	80	0.000
k é j	0	216	0.000
k é j e l g é s	0	23	0.000
k é j e n c	0	27	0.000
k e k e c	0	6	0.000
k é k e s	0	42	0.000
k e k sz	0	31	0.000
k e l e	0	70	0.000
k e l e n d ő	0	10	0.000
k e l é s	0	62	0.000
k e l e t	0	2150	0.000
k e l e t k e z é s	0	90	0.000
k e l l é k e k	0	153	0.000
k e l l e m	0	15	0.000
k e l l e m e s	0	1570	0.000
k e l l e m e s s é g	0	20	0.000
k e l t	0	13	0.000
k e l t é s	0	13	0.000
k e l t e z é s	0	15	0.000
k e l t ő	0	17	0.000
k é m	0	557	0.000
k e m é ny	0	1780	0.000
k é m é ny	0	179	0.000
k e m é ny s é g	0	53	0.000
k e m p i n g	0	72	0.000
k e n d	0	615	0.000
k e n d e r	0	470	0.000
k e n d ő	0	8	0.000
k e n é s	0	21	0.000
k e n e t	0	199	0.000
k e n gy e l	0	27	0.000
k e n t	0	17	0.000
k é ny e l e m	0	271	0.000
k é ny e l m e s	0	670	0.000
k é ny e l m e s s é g	0	15	0.000
k e ny é r	0	921	0.000
k é ny e s	0	302	0.000
k é ny e s k e d é s	0	10	0.000
k é ny sz e r	0	847	0.000
k é ny sz e r e d e t t	0	29	0.000
k é ny sz e r í t é s	0	69	0.000
k é ny sz e r í t e t t	0	22	0.000
k é ny sz e r í t ő	0	9	0.000
k é ny sz e r ű s é g	0	11	0.000
k é ny t e l e n	0	26	0.000
k é p e k	0	2940	0.000
k é p e s	0	5450	0.000
k é p e s í t é s	0	138	0.000
k é p e s í t e t t	0	30	0.000
k é p e s s é g	0	1550	0.000
k é p e s s é g e k	0	807	0.000
k é p e s s é g ű	0	33	0.000
k é p l é k e ny	0	55	0.000
k é p l e t	0	315	0.000
k é p t e l e n	0	1700	0.000
k é p t e l e n s é g	0	1870	0.000
k é p v i s e l ő n k	0	16	0.000
k é p z e l e t	0	728	0.000
k é p z e l g é s	0	86	0.000
k é p z e l ő d é s	0	11	0.000
k é p z e l t	0	22	0.000
k é p z é s	0	3220	0.000
k é p z e t	0	151	0.000
k é p z e t t	0	162	0.000
k é p z e t t s é g	0	291	0.000
k é p z ő	0	9	0.000
k é p z ő d é s	0	8	0.000
k é p z ő d m é ny	0	56	0.000
k é r d é s e k	0	4440	0.000
k é r d é s e s	0	486	0.000
k é r d e z é s	0	57	0.000
k é r d e z e t t	0	101	0.000
k é r d e z ő	0	80	0.000
k é r e g	0	73	0.000
k é r e g e t é s	0	30	0.000
k e r e k	0	255	0.000
k e r e k e	0	471	0.000
k e r e k e k	0	267	0.000
k e r e k e s	0	76	0.000
k e r e k í t é s	0	10	0.000
k é r e l m e z ő	0	309	0.000
k é r é s	0	5870	0.000
k e r e s é s	0	763	0.000
k e r e s e t	0	606	0.000
k e r e s e t t	0	108	0.000
k e r e s e t t s é g	0	39	0.000
k e r e s k e d é s	0	286	0.000
k e r e s k e d ő	0	221	0.000
k e r e s k e d ő k	0	310	0.000
k e r e s l e t	0	660	0.000
k e r e s ő	0	75	0.000
k e r e sz t	0	634	0.000
k e r e sz t e l é s	0	51	0.000
k e r e sz t é ny	0	3970	0.000
k e r e sz t e s	0	36	0.000
k e r e sz t e z é s	0	32	0.000
k e r e sz t s é g	0	145	0.000
k e r e t	0	2100	0.000
k e r e t e k	0	508	0.000
k e r i n g é s	0	74	0.000
k e r i n g ő	0	12	0.000
k e r í t é s	0	1750	0.000
k é r k e d é s	0	63	0.000
k é r ő	0	97	0.000
k e r t	0	1780	0.000
k e r t é sz e t	0	87	0.000
k e r t é sz k e d é s	0	32	0.000
k e r t j e	0	1530	0.000
k e r ü l é s	0	151	0.000
k e r ü l e t	0	995	0.000
k e r ü l t	0	39	0.000
k é r v é ny	0	99	0.000
k é r v é ny e z ő	0	30	0.000
k é s e d e l e m	0	186	0.000
k é s e d e l m e s	0	28	0.000
k é s e l é s	0	13	0.000
k e s e ly ű	0	8	0.000
k e s e r ű	0	33	0.000
k e s e r ű s é g	0	19	0.000
k e s e r v e s	0	103	0.000
k é s é s	0	226	0.000
k e s k e ny	0	105	0.000
k é s l e k e d é s	0	144	0.000
k é s l e l t e t é s	0	57	0.000
k é s ő	0	12	0.000
k é sz	0	2490	0.000
k e sz e g	0	79	0.000
k é sz í t é s	0	206	0.000
k é sz í t e t t	0	41	0.000
k é sz í t m é ny	0	389	0.000
k é sz í t ő	0	29	0.000
k é sz l e t	0	300	0.000
k é sz l e t e k	0	117	0.000
k é sz l e t e z é s	0	10	0.000
k é sz s é g	0	328	0.000
k é sz ü l t s é g	0	71	0.000
k é t e l k e d é s	0	133	0.000
k é t e l k e d ő	0	9	0.000
k é t e s	0	224	0.000
k é t k e d é s	0	66	0.000
k é t p e r c e s	0	9	0.000
k e t r e c	0	71	0.000
k e t r e c e k	0	16	0.000
k é t s é g	0	133	0.000
k é t sz e r e s	0	14	0.000
k e t t e s	0	90	0.000
k e t t ő	0	809	0.000
k e t t ő s	0	52	0.000
k e t t ő s s é g	0	46	0.000
k é t ü l é s e s	0	11	0.000
k e v é ly	0	87	0.000
k e v é ly s é g	0	78	0.000
k e v e r e d é s	0	95	0.000
k e v e r t	0	21	0.000
k e v e s e b b	0	671	0.000
k é z	0	1770	0.000
k é z b e s í t é s	0	27	0.000
k é z b e s í t e t t	0	225	0.000
k e z d e m é ny	0	41	0.000
k e z d e t	0	4090	0.000
k e z d e t e	0	6090	0.000
k e z d e t l e g e s	0	165	0.000
k e z d ő	0	117	0.000
k e z e	0	5070	0.000
k e z e d	0	297	0.000
k e z e k	0	356	0.000
k e z e l é s	0	2810	0.000
k e z e l ő	0	92	0.000
k e z e l t	0	35	0.000
k e z e m	0	260	0.000
k e z e s	0	146	0.000
k e z e s s é g	0	18	0.000
k é z m ű v e s	0	21	0.000
k é z m ű v e s s é g	0	22	0.000
k e z ű	0	12	0.000
k í m é l e t	0	15	0.000
k i s	0	128	0.000
k í s é r e t	0	95	0.000
k í s é r l e t	0	3750	0.000
k í s é r ő	0	47	0.000
k í s é r ő k	0	41	0.000
k í s é r t é s	0	3210	0.000
k í s é r t e t	0	196	0.000
k i t	0	36	0.000
k í v ü l i s é g	0	10	0.000
k l i e n s	0	1910	0.000
k l i k k	0	108	0.000
k l i s é	0	68	0.000
k ő	0	108	0.000
k ö cs ö g	0	173	0.000
k ö d	0	658	0.000
k ö d ö s	0	86	0.000
k ö d ö s í t é s	0	89	0.000
k ö h ö g é s	0	26	0.000
k ö k é ny	0	569	0.000
k ö k ö r cs i n	0	15	0.000
k ö l cs ö n	0	262	0.000
k ö l cs ö n ö s	0	1560	0.000
k ö l d ö k	0	18	0.000
k ö l e s	0	30	0.000
k o l e sz t e r i n	0	114	0.000
k o l l a g é n	0	18	0.000
k ö l n	0	33	0.000
k ö l ö k	0	97	0.000
k ö l t e k e z é s	0	72	0.000
k ö l t e m é ny	0	542	0.000
k ö l t e m é ny e k	0	216	0.000
k ö l t é s	0	52	0.000
k ö l t é sz e t	0	2860	0.000
k ö l t ő	0	505	0.000
k ö l t ö z é s	0	99	0.000
k ö l t ö z k ö d é s	0	27	0.000
k ö l t s é g	0	960	0.000
k ö l t s é g e k	0	2030	0.000
k ö ly k ö k	0	384	0.000
k ö ly ö k	0	638	0.000
k o m p o n e n s	0	702	0.000
k ő m ű v e s	0	24	0.000
k o n c e r t	0	829	0.000
k o n k u r e n s	0	139	0.000
k o n k u r r e n s	0	8	0.000
k ö n ny	0	156	0.000
k ö n ny e b b	0	841	0.000
k ö n ny e b b s é g	0	15	0.000
k ö n ny e d	0	264	0.000
k ö n ny e d s é g	0	72	0.000
k ö n ny e k	0	154	0.000
k ö n ny e l m ű	0	10	0.000
k ö n ny e l m ű s é g	0	15	0.000
k ö n ny í t é s	0	58	0.000
k ö n ny ű	0	572	0.000
k o n sz e r n	0	209	0.000
k o n t é n e r	0	60	0.000
k o n t i n e n s	0	591	0.000
k o n t i n e n s e k	0	42	0.000
k o n t i n g e n s	0	162	0.000
k ö n t ö s	0	48	0.000
k o n v e r g e n s	0	32	0.000
k o n v e r t e r	0	57	0.000
k o n v e k s	0	52	0.000
k ö ny ö k	0	32	0.000
k ö ny ö r g é s	0	90	0.000
k ö ny ö r t e l e n	0	100	0.000
k ö ny ö r ü l e t	0	36	0.000
k ö ny v e k	0	2910	0.000
k ö ny v e l é s	0	114	0.000
k ö ny v e m	0	260	0.000
k ö ny v k ö t é sz e t	0	14	0.000
k o n z e r v	0	49	0.000
k o n z u l e n s	0	180	0.000
k ö p c ö s	0	1950	0.000
k ö p e ny	0	90	0.000
k ö p é s	0	12	0.000
k ö p k ö d é s	0	29	0.000
k ö p ö ny e g	0	42	0.000
k ö r	0	6330	0.000
k ö r e t	0	670	0.000
k o r i a n d e r	0	9	0.000
k ö r í t é s	0	110	0.000
k ö r í v	0	18	0.000
k ö r l e t	0	10	0.000
k ö r m ö s	0	10	0.000
k ö r ny e z e t	0	4430	0.000
k ö r ö k	0	2180	0.000
k ö r ö m	0	248	0.000
k ö r ö n d	0	9	0.000
k ö r ö z é s	0	24	0.000
k ö r ö z ö t t	0	19	0.000
k o r r e k t s é g	0	71	0.000
k o r sz e r ű t l e n	0	70	0.000
k o r t e s	0	27	0.000
k o r t e s k e d é s	0	22	0.000
k ö r ű	0	42	0.000
k ö r z e t	0	505	0.000
k ö sz ö n é s	0	78	0.000
k ö sz ö n e t	0	48	0.000
k ö sz ö n t é s	0	56	0.000
k ö sz ö r ü l é s	0	10	0.000
k o sz t ü m	0	11	0.000
k ö sz v é ny	0	14	0.000
k ö t e g	0	17	0.000
k ö t e k e d é s	0	135	0.000
k ö t é l	0	1910	0.000
k ö t e l é k e k	0	112	0.000
k ö t e l e s	0	71	0.000
k ö t e l e s s é g	0	694	0.000
k ö t e l e z é s	0	103	0.000
k ö t e l e z e t t	0	654	0.000
k ö t e l e z ő	0	570	0.000
k ö t e l e z v é ny	0	15	0.000
k ö t é l z e t	0	12	0.000
k ö t é ny	0	32	0.000
k ö t é s	0	313	0.000
k ö t e t	0	2760	0.000
k ö t e t e s	0	17	0.000
k ö t ö t t	0	182	0.000
k ö t ö t t s é g	0	117	0.000
k ö t v é ny	0	73	0.000
k ö t v é ny e k	0	68	0.000
k ö v e k	0	514	0.000
k ö v é r	0	1330	0.000
k ö v é r s é g	0	44	0.000
k ö v e s	0	33	0.000
k ö v e t e l m é ny	0	23000	0.000
k ö v e t é s	0	75	0.000
k ö v e t k e z m é ny	0	199	0.000
k ö v e t k e z ő	0	125	0.000
k ö v e t ő	0	20	0.000
k ö v e t ő k	0	24	0.000
k ö v e z e t	0	34	0.000
k ö v ü l e t	0	63	0.000
k ö z é	0	434	0.000
k ö z e g	0	886	0.000
k ö z e l	0	53	0.000
k ö z e l e b b	0	43	0.000
k ö z e l e d é s	0	311	0.000
k ö z e l í t é s	0	160	0.000
k ö z e l s é g	0	114	0.000
k ö z é p	0	197	0.000
k ö z e p e s	0	929	0.000
k ö z é p s ő	0	13	0.000
k ö z é r d e k ű	0	51	0.000
k ő z e t	0	13	0.000
k ő z e t e k	0	5	0.000
k ö z h e ly e k	0	113	0.000
k ö z j e gy z ő	0	57	0.000
k ö z l e k e d ő	0	10	0.000
k ö z l é k e ny	0	52	0.000
k ö z l e m é ny	0	402	0.000
k ö z l é s	0	590	0.000
k ö z l ö ny	0	231	0.000
k ö z ö m b ö s	0	559	0.000
k ö z ö m b ö s s é g	0	109	0.000
k ö z ö ny	0	174	0.000
k ö z ö ny ö s	0	150	0.000
k ö z ö ny ö s s é g	0	14	0.000
k ö z ö s	0	480	0.000
k ö z ö s e k	0	24	0.000
k ö z p é n z e k	0	109	0.000
k ö zs é g	0	4150	0.000
k ö z t	0	126	0.000
k ö z t e s	0	26	0.000
k ö z v e t l e n s é g	0	89	0.000
k r e d e n c	0	12	0.000
k r é m	0	93	0.000
k r é m e s	0	8	0.000
k r e sz	0	16	0.000
k r e t é n	0	65	0.000
k r i m i	0	167	0.000
k r í z i s	0	172	0.000
k ü l cs í n	0	16	0.000
k ü l d e m é ny	0	204	0.000
k ü l d e m é ny e k	0	62	0.000
k ü l d é s	0	39	0.000
k ü l d e t é s	0	646	0.000
k ü l d ö n c	0	82	0.000
k ü l d ö t t	0	586	0.000
k ü l d ö t t s é g	0	714	0.000
k ü l ö n b	0	787	0.000
k ü l ö n c	0	481	0.000
k ü l ö n ö s	0	2700	0.000
k ü l s ő	0	46	0.000
k ü l s ő s é g e k	0	16	0.000
k ü l t e r ü l e t	0	60	0.000
k u l t ú r n ö v é ny	0	18	0.000
k ü r t	0	184	0.000
k ü r t ö s	0	13	0.000
k ü sz k ö d é s	0	28	0.000
k ü sz ö b	0	250	0.000
k ü z d e l m e s	0	24	0.000
k v i n t e t t	0	17	0.000
l é c	0	70	0.000
l é g	0	79	0.000
l é g i e s	0	38	0.000
l é g z é s	0	162	0.000
l é l e g z é s	0	29	0.000
l é l e g z e t	0	52	0.000
l é l e k	0	10500	0.000
l é l e k t e l e n	0	52	0.000
l e n t	0	18	0.000
l é ny	0	4170	0.000
l é ny e g	0	353	0.000
l é ny e g e s	0	4020	0.000
l é ny e g t e l e n	0	568	0.000
l é ny e k	0	1770	0.000
l é p é s	0	6190	0.000
l é p é s e k	0	660	0.000
l é p t e k	0	25	0.000
l é p t e t é s	0	12	0.000
l é t e s í t é s	0	32	0.000
l é t e s í t m é ny	0	717	0.000
l é t e z é s	0	770	0.000
l é t e z ő	0	202	0.000
l e t t	0	44	0.000
l e v ő	0	114	0.000
l é v ő	0	237	0.000
l é v ő k	0	257	0.000
l e k s	0	19	0.000
l i c e n c	0	139	0.000
l i c i t	0	86	0.000
l i d é r c	0	61	0.000
l i f t	0	70	0.000
l i g e t	0	191	0.000
l i k v i d	0	61	0.000
l i m e s	0	36	0.000
l i n cs e l é s	0	11	0.000
l i n k	0	441	0.000
l i sz t	0	313	0.000
l i sz t e s	0	58	0.000
l i t e r	0	91	0.000
l ő f e gy v e r	0	16	0.000
l ö k é s	0	53	0.000
l ö k e t	0	9	0.000
l ö k ö t t	0	87	0.000
l o n d i n e r	0	27	0.000
l ö sz	0	19	0.000
l ö t ty	0	24	0.000
l ö ty ö g é s	0	20	0.000
l ö v e g	0	23	0.000
l ö v é s	0	207	0.000
l ö v é sz	0	49	0.000
l ö v é sz e t	0	32	0.000
l ö v ö l d ö z é s	0	1740	0.000
l ü k t e t é s	0	19	0.000
m á g n e s e s s é g	0	18	0.000
m a j o n é z	0	20	0.000
m a n ö k e n	0	34	0.000
m a n ő v e r	0	42	0.000
m e c cs	0	889	0.000
m e cs e t	0	105	0.000
m e d d ő	0	42	0.000
m e d e n c e	0	522	0.000
m e d e r	0	94	0.000
m e d v e	0	801	0.000
m e g gy	0	36	0.000
m e gy e	0	7390	0.000
m é h	0	286	0.000
m e l e g	0	1620	0.000
m e l e g e d é s	0	26	0.000
m e l e g s é g	0	70	0.000
m e l l	0	145	0.000
m e l l e k	0	70	0.000
m e l l é ny	0	40	0.000
m e l l ő z ö t t	0	16	0.000
m é ly	0	495	0.000
m é ly e b b	0	188	0.000
m é ly e d é s	0	21	0.000
m é ly s é g	0	359	0.000
m é ly ü l	0	398	0.000
m e n e k ü l é s	0	455	0.000
m e n e k ü l t	0	464	0.000
m e n é s	0	78	0.000
m é n e s	0	90	0.000
m e n e sz t é s	0	6	0.000
m e n e t	0	581	0.000
m e n e t e	0	2030	0.000
m e n e t e l é s	0	100	0.000
m e n h e ly	0	87	0.000
m e n ny	0	1870	0.000
m e n ny e z e t	0	68	0.000
m e n ny i	0	281	0.000
m e n ny i s é g	0	2430	0.000
m e n ny i s é g ű	0	10	0.000
m e n ő	0	32	0.000
m e n t	0	60	0.000
m e n t e s	0	841	0.000
m e n t é s	0	184	0.000
m e n t e s í t é s	0	53	0.000
m e n t e s s é g	0	80	0.000
m e n t ő	0	18	0.000
m e n t s é g	0	119	0.000
m e n ü	0	271	0.000
m e ny	0	63	0.000
m e ny é t	0	21	0.000
m e r e d	0	1840	0.000
m e r e d e k	0	375	0.000
m e r e d é ly	0	39	0.000
m é r e g	0	1460	0.000
m e r e n g é s	0	20	0.000
m e r é ny l e t	0	6560	0.000
m e r é ny l ő	0	25	0.000
m é r é s	0	404	0.000
m e r é sz s é g	0	181	0.000
m é r e t	0	681	0.000
m é r e t e k	0	208	0.000
m é r e t e z é s	0	39	0.000
m é r e t ű	0	71	0.000
m e r e v	0	578	0.000
m e r e v í t é s	0	15	0.000
m e r e v s é g	0	65	0.000
m é r g e s	0	143	0.000
m é r g e z é s	0	146	0.000
m é r g e z e t t	0	33	0.000
m é r g e z ő	0	18	0.000
m e r í t é s	0	11	0.000
m é r k ő z é s	0	165	0.000
m é r l e g	0	390	0.000
m é r l e g e l é s	0	188	0.000
m é r n ö k	0	1570	0.000
m é r n ö k ö k	0	1690	0.000
m é r n ö k s é g	0	9	0.000
m e r ő l e g e s	0	12	0.000
m é r s é k e l t	0	521	0.000
m é r s é k l é s	0	12	0.000
m é r s é k l e t	0	33	0.000
m é r t	0	93	0.000
m é r t é k l e t e s	0	49	0.000
m é r t é k ű	0	106	0.000
m e s e	0	2270	0.000
m e s e b e l i	0	46	0.000
m e s é s	0	98	0.000
m e s sz e b b	0	15	0.000
m e s sz e s é g	0	78	0.000
m e s sz i	0	308	0.000
m e s t e r k e d é s	0	59	0.000
m e s t e r k é l t	0	448	0.000
m e s t e r k é l t s é g	0	26	0.000
m e s t e r s é g	0	608	0.000
m é sz	0	294	0.000
m é t e ly	0	25	0.000
m é t e r	0	265	0.000
m é t e r e s	0	50	0.000
m e t sz é s	0	65	0.000
m e z	0	51	0.000
m é z	0	343	0.000
m e z ő	0	178	0.000
m e z ő ny	0	63	0.000
m e z t e l e n	0	204	0.000
m e z t e l e n s é g	0	36	0.000
m i é r t	0	40	0.000
m i g r é n	0	42	0.000
m i l i ő	0	14	0.000
m i l l i m é t e r	0	22	0.000
m i m i k r i	0	25	0.000
m i n d e n e m	0	17	0.000
m i n d e n e s	0	113	0.000
m i n d e n s é g	0	534	0.000
m i n i sz t e r	0	11900	0.000
m i n ő s é g	0	185	0.000
m i n ő s é g ű	0	66	0.000
m i n ő s í t é s	0	110	0.000
m i n ő s í t e t t	0	14	0.000
m i r i gy	0	80	0.000
m i s e	0	312	0.000
m o d e r n s é g	0	126	0.000
m ű	0	833	0.000
m ű k ö d é s	0	247	0.000
m ű k ö d é s ű	0	7	0.000
m ű k ö d ő	0	39	0.000
m ű k ö d t e t é s	0	20	0.000
m u t a g é n	0	41	0.000
m ű v e k	0	427	0.000
m ű v e l é s	0	14	0.000
m ű v e l e t	0	223	0.000
m ű v e l ő d é s	0	43	0.000
m ű v e l t	0	30	0.000
m ű v e l t s é g	0	126	0.000
m ű v é sz	0	959	0.000
m ű v é sz e t	0	944	0.000
m ű v é sz e t e k	0	135	0.000
m ü z l i	0	12	0.000
n a gy k é p ű s é g	0	32	0.000
n a gy k ö v e t s é g	0	439	0.000
n a gy l e l k ű s é g	0	10	0.000
n e d v	0	24	0.000
n e d v e k	0	27	0.000
n e d v e s	0	154	0.000
n e d v e s s é g	0	385	0.000
n é g e r	0	267	0.000
n é g e r e k	0	144	0.000
n é gy	0	739	0.000
n e gy e d	0	326	0.000
n e gy e d e	0	862	0.000
n é gy e s	0	223	0.000
n e gy v e n	0	89	0.000
n é gy z e t	0	176	0.000
n e h é z	0	5340	0.000
n e h e z e b b	0	821	0.000
n e h é z k e s	0	595	0.000
n e h é zs é g	0	311	0.000
n e h é zs é g e k	0	522	0.000
n e h e z t e l é s	0	30	0.000
n e j e	0	1750	0.000
n e j e m	0	331	0.000
n é l k ü l i s é g	0	47	0.000
n é l k ü l ö z é s	0	62	0.000
n é l k ü l ö z ő	0	15	0.000
n e m	0	2000	0.000
n e m e k	0	81	0.000
n é m e ly	0	30	0.000
n é m e ly i k ü k	0	195	0.000
n e m e s	0	908	0.000
n e m e s s é g	0	675	0.000
n é m e t	0	2270	0.000
n e m e z	0	17	0.000
n e m e z i s	0	11	0.000
n e m i s é g	0	56	0.000
n e m l e g e s	0	23	0.000
n e m t e l e n	0	53	0.000
n e m z e d é k e k	0	1550	0.000
n e m z é s	0	21	0.000
n e m z e t	0	12400	0.000
n e m z e t s é g	0	736	0.000
n é p	0	24100	0.000
n é p e s	0	58	0.000
n é p e s s é g	0	1620	0.000
n é p i e s	0	99	0.000
n é p i e s s é g	0	66	0.000
n é p s é g	0	265	0.000
n é p sz e r ű s é g	0	1640	0.000
n é p t e l e n	0	50	0.000
n e v e d	0	670	0.000
n e v e l é s	0	2760	0.000
n e v e l ő	0	72	0.000
n e v e l t	0	40	0.000
n e v e s	0	26	0.000
n e v e t é s	0	432	0.000
n e v e t s é g	0	27	0.000
n e v e z e t e s	0	25	0.000
n e v e z e t t	0	103	0.000
n e v e z ő	0	23	0.000
n é v l e g e s	0	27	0.000
n é v t e l e n	0	180	0.000
n é v t e l e n s é g	0	25	0.000
n e v ű	0	15	0.000
n é z é s	0	75	0.000
n é z e t	0	645	0.000
n é z e t e k	0	500	0.000
n é z e t e m	0	26	0.000
n é z ő	0	566	0.000
n i g g e r	0	52	0.000
n i k k e l	0	29	0.000
