base	type	position	size	tr
 х о шп	TTT	1	monosyllabic	FALSE
гу х о шп	TTT	1	disyllabic	FALSE
 х о шп	TTT	1	monosyllabic	FALSE
 хш о п	TTT	2	monosyllabic	FALSE
ру хш о р	TTR	2	disyllabic	TRUE
ма х о шр	TTR	1	disyllabic	TRUE
 х е шр	TTR	1	monosyllabic	TRUE
 хш е р	TTR	2	monosyllabic	TRUE
жи хш е р	TTR	2	disyllabic	TRUE
 х о шр	TTR	1	monosyllabic	TRUE
 хш о р	TTR	2	monosyllabic	TRUE
 х е шр	TTR	1	monosyllabic	TRUE
 х о шр	TTR	1	monosyllabic	TRUE
ку хш е р	TTR	2	disyllabic	TRUE
лу хш е р	TTR	2	disyllabic	TRUE
ли х о шр	TTR	1	disyllabic	TRUE
му хш о с	TTT	2	disyllabic	FALSE
ша хш о с	TTT	2	disyllabic	FALSE
ли х о шс	TTT	1	disyllabic	FALSE
ти хш е с	TTT	2	disyllabic	FALSE
ги х е шс	TTT	1	disyllabic	FALSE
 х о шс	TTT	1	monosyllabic	FALSE
 хш о с	TTT	2	monosyllabic	FALSE
ку хш о т	TTT	2	disyllabic	FALSE
 х о шт	TTT	1	monosyllabic	FALSE
 х о шт	TTT	1	monosyllabic	FALSE
 х о шт	TTT	1	monosyllabic	FALSE
 х о шт	TTT	1	monosyllabic	FALSE
 х о шт	TTT	1	monosyllabic	FALSE
ши х е шт	TTT	1	disyllabic	FALSE
хи х о шт	TTT	1	disyllabic	FALSE
 х о шт	TTT	1	monosyllabic	FALSE
ти хш е х	TTT	2	disyllabic	FALSE
 х е шх	TTT	1	monosyllabic	FALSE
 хш е х	TTT	2	monosyllabic	FALSE
 х е шх	TTT	1	monosyllabic	FALSE
ба хш о ч	TTT	2	disyllabic	FALSE
зу х о шч	TTT	1	disyllabic	FALSE
су х е шч	TTT	1	disyllabic	FALSE
хи х е шч	TTT	1	disyllabic	FALSE
ру хш о ч	TTT	2	disyllabic	FALSE
 хш о ч	TTT	2	monosyllabic	FALSE
 х е шч	TTT	1	monosyllabic	FALSE
пу хш е ч	TTT	2	disyllabic	FALSE
 х о шч	TTT	1	monosyllabic	FALSE
ка х о шч	TTT	1	disyllabic	FALSE
 хш е ч	TTT	2	monosyllabic	FALSE
 х е шч	TTT	1	monosyllabic	FALSE
жу хш о ч	TTT	2	disyllabic	FALSE
 хш е ч	TTT	2	monosyllabic	FALSE
ти хш о ч	TTT	2	disyllabic	FALSE
зу х е шч	TTT	1	disyllabic	FALSE
 ц о в	TR	0	monosyllabic	TRUE
ка ц о в	TR	0	disyllabic	TRUE
 ц е в	TR	0	monosyllabic	TRUE
жа ц о в	TR	0	disyllabic	TRUE
 ц о в	TR	0	monosyllabic	TRUE
пу ц е в	TR	0	disyllabic	TRUE
 ц е в	TR	0	monosyllabic	TRUE
би ц е в	TR	0	disyllabic	TRUE
ли ц е в	TR	0	disyllabic	TRUE
ла ц о в	TR	0	disyllabic	TRUE
жа ц о в	TR	0	disyllabic	TRUE
 ц о м	TR	0	monosyllabic	TRUE
ну ц о м	TR	0	disyllabic	TRUE
 ц е м	TR	0	monosyllabic	TRUE
 ц о м	TR	0	monosyllabic	TRUE
 ц о м	TR	0	monosyllabic	TRUE
ха ц е м	TR	0	disyllabic	TRUE
 ц е м	TR	0	monosyllabic	TRUE
ша ц е м	TR	0	disyllabic	TRUE
 ц о м	TR	0	monosyllabic	TRUE
зи ц е м	TR	0	disyllabic	TRUE
лу ц о м	TR	0	disyllabic	TRUE
ка ц о м	TR	0	disyllabic	TRUE
 ц о м	TR	0	monosyllabic	TRUE
 ц е м	TR	0	monosyllabic	TRUE
ка ц е м	TR	0	disyllabic	TRUE
зи ц о м	TR	0	disyllabic	TRUE
 цм о в	TRR	2	monosyllabic	FALSE
 ц е мв	TRR	1	monosyllabic	FALSE
 ц о мв	TRR	1	monosyllabic	FALSE
ши ц е мв	TRR	1	disyllabic	FALSE
ра цм е в	TRR	2	disyllabic	FALSE
 цм о в	TRR	2	monosyllabic	FALSE
ту ц о мв	TRR	1	disyllabic	FALSE
ма цм о в	TRR	2	disyllabic	FALSE
гу цм е в	TRR	2	disyllabic	FALSE
жу цм о в	TRR	2	disyllabic	FALSE
га цм о в	TRR	2	disyllabic	FALSE
 цм о в	TRR	2	monosyllabic	FALSE
ри ц о мв	TRR	1	disyllabic	FALSE
 цм е в	TRR	2	monosyllabic	FALSE
 ц е мв	TRR	1	monosyllabic	FALSE
ги цм е в	TRR	2	disyllabic	FALSE
су ц е мв	TRR	1	disyllabic	FALSE
 цм о в	TRR	2	monosyllabic	FALSE
ли цм о в	TRR	2	disyllabic	FALSE
 ц е мв	TRR	1	monosyllabic	FALSE
зу ц о мв	TRR	1	disyllabic	FALSE
 ц о мв	TRR	1	monosyllabic	FALSE
 цм е в	TRR	2	monosyllabic	FALSE
пу ц о мв	TRR	1	disyllabic	FALSE
 цм о в	TRR	2	monosyllabic	FALSE
пи ц е мв	TRR	1	disyllabic	FALSE
 цм о в	TRR	2	monosyllabic	FALSE
ту ц о мв	TRR	1	disyllabic	FALSE
 цм о в	TRR	2	monosyllabic	FALSE
 цм е в	TRR	2	monosyllabic	FALSE
 ц е мв	TRR	1	monosyllabic	FALSE
ли ц е мн	TRR	1	disyllabic	FALSE
му цм е н	TRR	2	disyllabic	FALSE
 ц о мн	TRR	1	monosyllabic	FALSE
ли ц е мн	TRR	1	disyllabic	FALSE
 цм е н	TRR	2	monosyllabic	FALSE
ра цм о н	TRR	2	disyllabic	FALSE
 ц е мн	TRR	1	monosyllabic	FALSE
бу ц о мн	TRR	1	disyllabic	FALSE
 цм е н	TRR	2	monosyllabic	FALSE
 ц о мн	TRR	1	monosyllabic	FALSE
 цм о н	TRR	2	monosyllabic	FALSE
хи ц е мн	TRR	1	disyllabic	FALSE
 ц о мн	TRR	1	monosyllabic	FALSE
 ц о мн	TRR	1	monosyllabic	FALSE
 цм о н	TRR	2	monosyllabic	FALSE
 ц о мн	TRR	1	monosyllabic	FALSE
 цм о н	TRR	2	monosyllabic	FALSE
 ц о мн	TRR	1	monosyllabic	FALSE
ша цм о н	TRR	2	disyllabic	FALSE
 цм о н	TRR	2	monosyllabic	FALSE
си цм о н	TRR	2	disyllabic	FALSE
ру цм е н	TRR	2	disyllabic	FALSE
ка ц е мн	TRR	1	disyllabic	FALSE
ба цм о н	TRR	2	disyllabic	FALSE
 цм о н	TRR	2	monosyllabic	FALSE
га цм о н	TRR	2	disyllabic	FALSE
жи цм е н	TRR	2	disyllabic	FALSE
ма ц о мн	TRR	1	disyllabic	FALSE
 ц о мн	TRR	1	monosyllabic	FALSE
 ц е мн	TRR	1	monosyllabic	FALSE
 цм о н	TRR	2	monosyllabic	FALSE
жу цм о н	TRR	2	disyllabic	FALSE
ла ц о мн	TRR	1	disyllabic	FALSE
 цм е н	TRR	2	monosyllabic	FALSE
 ц е мн	TRR	1	monosyllabic	FALSE
ку ц о мн	TRR	1	disyllabic	FALSE
 ц о н	TR	0	monosyllabic	TRUE
 ц о н	TR	0	monosyllabic	TRUE
 ц е н	TR	0	monosyllabic	TRUE
ла ц о н	TR	0	disyllabic	TRUE
су ц е н	TR	0	disyllabic	TRUE
ху ц о н	TR	0	disyllabic	TRUE
хи ц о н	TR	0	disyllabic	TRUE
 ц о н	TR	0	monosyllabic	TRUE
 ц е н	TR	0	monosyllabic	TRUE
 ц е н	TR	0	monosyllabic	TRUE
бу ц о н	TR	0	disyllabic	TRUE
 ц о н	TR	0	monosyllabic	TRUE
 ц о н	TR	0	monosyllabic	TRUE
 ц о н	TR	0	monosyllabic	TRUE
 ц е н	TR	0	monosyllabic	TRUE
жу ц о н	TR	0	disyllabic	TRUE
 ц е н	TR	0	monosyllabic	TRUE
зи ц о н	TR	0	disyllabic	TRUE
 ц е н	TR	0	monosyllabic	TRUE
ну ц е н	TR	0	disyllabic	TRUE
ха цн о р	TRR	2	disyllabic	FALSE
 цн е р	TRR	2	monosyllabic	FALSE
 цн е р	TRR	2	monosyllabic	FALSE
ши ц е нр	TRR	1	disyllabic	FALSE
 ц е нр	TRR	1	monosyllabic	FALSE
шу ц е нр	TRR	1	disyllabic	FALSE
 цн о р	TRR	2	monosyllabic	FALSE
 цн е р	TRR	2	monosyllabic	FALSE
ну ц о нр	TRR	1	disyllabic	FALSE
 ц е нр	TRR	1	monosyllabic	FALSE
ка цн о р	TRR	2	disyllabic	FALSE
га цн е р	TRR	2	disyllabic	FALSE
 ц е нр	TRR	1	monosyllabic	FALSE
 цн е р	TRR	2	monosyllabic	FALSE
 цн о р	TRR	2	monosyllabic	FALSE
 цн о р	TRR	2	monosyllabic	FALSE
ку цн о р	TRR	2	disyllabic	FALSE
 цн о р	TRR	2	monosyllabic	FALSE
 цн о р	TRR	2	monosyllabic	FALSE
шу ц о нр	TRR	1	disyllabic	FALSE
ху ц е нр	TRR	1	disyllabic	FALSE
му ц о нр	TRR	1	disyllabic	FALSE
 ц е нр	TRR	1	monosyllabic	FALSE
ну ц е нр	TRR	1	disyllabic	FALSE
ша цн о р	TRR	2	disyllabic	FALSE
 ц о нр	TRR	1	monosyllabic	FALSE
 ц е нр	TRR	1	monosyllabic	FALSE
 цн е р	TRR	2	monosyllabic	FALSE
жа цн о р	TRR	2	disyllabic	FALSE
ша цн о р	TRR	2	disyllabic	FALSE
ба ц о нр	TRR	1	disyllabic	FALSE
 цн е р	TRR	2	monosyllabic	FALSE
лу цн о р	TRR	2	disyllabic	FALSE
зи цн о р	TRR	2	disyllabic	FALSE
та цн о р	TRR	2	disyllabic	FALSE
 ц е нр	TRR	1	monosyllabic	FALSE
та ц е нр	TRR	1	disyllabic	FALSE
пи цн о р	TRR	2	disyllabic	FALSE
гу цн е р	TRR	2	disyllabic	FALSE
 ц е р	TR	0	monosyllabic	TRUE
 ц о р	TR	0	monosyllabic	TRUE
 ц е р	TR	0	monosyllabic	TRUE
 ц е р	TR	0	monosyllabic	TRUE
ли ц о р	TR	0	disyllabic	TRUE
си ц е р	TR	0	disyllabic	TRUE
 ц о р	TR	0	monosyllabic	TRUE
 ц е р	TR	0	monosyllabic	TRUE
 ц о р	TR	0	monosyllabic	TRUE
 ц о р	TR	0	monosyllabic	TRUE
 ц о р	TR	0	monosyllabic	TRUE
 ц е р	TR	0	monosyllabic	TRUE
 ц о р	TR	0	monosyllabic	TRUE
 ц е р	TR	0	monosyllabic	TRUE
 ц е р	TR	0	monosyllabic	TRUE
 ц е р	TR	0	monosyllabic	TRUE
 ц о р	TR	0	monosyllabic	TRUE
 ц о р	TR	0	monosyllabic	TRUE
 ц о р	TR	0	monosyllabic	TRUE
гу цр о н	TRR	2	disyllabic	FALSE
 ц е рн	TRR	1	monosyllabic	FALSE
 цр е н	TRR	2	monosyllabic	FALSE
су цр е н	TRR	2	disyllabic	FALSE
пу цр е н	TRR	2	disyllabic	FALSE
ка цр е н	TRR	2	disyllabic	FALSE
хи ц о рн	TRR	1	disyllabic	FALSE
ра ц е рн	TRR	1	disyllabic	FALSE
 цр е н	TRR	2	monosyllabic	FALSE
 ц о рн	TRR	1	monosyllabic	FALSE
 ц о рн	TRR	1	monosyllabic	FALSE
 ц е рн	TRR	1	monosyllabic	FALSE
 цр о н	TRR	2	monosyllabic	FALSE
ми ц е рн	TRR	1	disyllabic	FALSE
 цр е н	TRR	2	monosyllabic	FALSE
 цр е н	TRR	2	monosyllabic	FALSE
 цр о н	TRR	2	monosyllabic	FALSE
ма ц о рн	TRR	1	disyllabic	FALSE
 ц е рн	TRR	1	monosyllabic	FALSE
 ц о рн	TRR	1	monosyllabic	FALSE
ба цр е н	TRR	2	disyllabic	FALSE
ра ц о рн	TRR	1	disyllabic	FALSE
 ц е рн	TRR	1	monosyllabic	FALSE
 цр е н	TRR	2	monosyllabic	FALSE
лу ц о рн	TRR	1	disyllabic	FALSE
лу цр е н	TRR	2	disyllabic	FALSE
пу ц о рн	TRR	1	disyllabic	FALSE
му ц е рн	TRR	1	disyllabic	FALSE
хи ц о рн	TRR	1	disyllabic	FALSE
 цр е н	TRR	2	monosyllabic	FALSE
 ц о рн	TRR	1	monosyllabic	FALSE
жи цр о н	TRR	2	disyllabic	FALSE
 ц о рн	TRR	1	monosyllabic	FALSE
ша ц е рн	TRR	1	disyllabic	FALSE
ша ц е рн	TRR	1	disyllabic	FALSE
шу цр е н	TRR	2	disyllabic	FALSE
ну цр е н	TRR	2	disyllabic	FALSE
 ц е рн	TRR	1	monosyllabic	FALSE
га ц е рн	TRR	1	disyllabic	FALSE
 ц е рн	TRR	1	monosyllabic	FALSE
ра ц о рн	TRR	1	disyllabic	FALSE
ли ц е т	TT	0	disyllabic	FALSE
 ц о т	TT	0	monosyllabic	FALSE
 ц о т	TT	0	monosyllabic	FALSE
ху ц е т	TT	0	disyllabic	FALSE
ру ц о т	TT	0	disyllabic	FALSE
ки ц о т	TT	0	disyllabic	FALSE
 ц о т	TT	0	monosyllabic	FALSE
 ц е т	TT	0	monosyllabic	FALSE
та ц е т	TT	0	disyllabic	FALSE
 ц о т	TT	0	monosyllabic	FALSE
си ц е т	TT	0	disyllabic	FALSE
 ц о т	TT	0	monosyllabic	FALSE
 цт о в	TTR	2	monosyllabic	TRUE
ба цт о в	TTR	2	disyllabic	TRUE
 цт е в	TTR	2	monosyllabic	TRUE
гу цт о в	TTR	2	disyllabic	TRUE
му ц е тв	TTR	1	disyllabic	TRUE
ти цт е в	TTR	2	disyllabic	TRUE
 цт е в	TTR	2	monosyllabic	TRUE
ка ц е тв	TTR	1	disyllabic	TRUE
жа ц о тф	TTT	1	disyllabic	FALSE
 цт о ф	TTT	2	monosyllabic	FALSE
ки цт е ф	TTT	2	disyllabic	FALSE
 ц о тф	TTT	1	monosyllabic	FALSE
би цт о ф	TTT	2	disyllabic	FALSE
 ц е тф	TTT	1	monosyllabic	FALSE
 ц о тх	TTT	1	monosyllabic	FALSE
 цт е х	TTT	2	monosyllabic	FALSE
 ц е тх	TTT	1	monosyllabic	FALSE
 ц о тх	TTT	1	monosyllabic	FALSE
ши ц е тх	TTT	1	disyllabic	FALSE
шу ц е тх	TTT	1	disyllabic	FALSE
ку ц е тх	TTT	1	disyllabic	FALSE
 цт е х	TTT	2	monosyllabic	FALSE
су цт е х	TTT	2	disyllabic	FALSE
ри ц е тх	TTT	1	disyllabic	FALSE
 цт о х	TTT	2	monosyllabic	FALSE
 цт о ш	TTT	2	monosyllabic	FALSE
ри ц е тш	TTT	1	disyllabic	FALSE
ла ц е тш	TTT	1	disyllabic	FALSE
ли цт е ш	TTT	2	disyllabic	FALSE
 цт е ш	TTT	2	monosyllabic	FALSE
 цт о ш	TTT	2	monosyllabic	FALSE
 ц е тш	TTT	1	monosyllabic	FALSE
ли цт о ш	TTT	2	disyllabic	FALSE
жи ц о тш	TTT	1	disyllabic	FALSE
шу цт е ш	TTT	2	disyllabic	FALSE
ра цт е ш	TTT	2	disyllabic	FALSE
ти ц о ф	TT	0	disyllabic	FALSE
ри ц о ф	TT	0	disyllabic	FALSE
 ц о ф	TT	0	monosyllabic	FALSE
 ц е ф	TT	0	monosyllabic	FALSE
 ц е ф	TT	0	monosyllabic	FALSE
 ц о ф	TT	0	monosyllabic	FALSE
 ц е фв	TTR	1	monosyllabic	TRUE
ла цф о в	TTR	2	disyllabic	TRUE
 ц о фв	TTR	1	monosyllabic	TRUE
жу ц о фв	TTR	1	disyllabic	TRUE
 цф о в	TTR	2	monosyllabic	TRUE
жа цф е в	TTR	2	disyllabic	TRUE
 цф о в	TTR	2	monosyllabic	TRUE
 ц е фв	TTR	1	monosyllabic	TRUE
 ц о фв	TTR	1	monosyllabic	TRUE
хи ц е фв	TTR	1	disyllabic	TRUE
 цф о в	TTR	2	monosyllabic	TRUE
ша ц е фв	TTR	1	disyllabic	TRUE
 ц о фм	TTR	1	monosyllabic	TRUE
 ц о фм	TTR	1	monosyllabic	TRUE
 цф е м	TTR	2	monosyllabic	TRUE
ту цф о м	TTR	2	disyllabic	TRUE
 ц о фм	TTR	1	monosyllabic	TRUE
 цф о м	TTR	2	monosyllabic	TRUE
 ц е фм	TTR	1	monosyllabic	TRUE
му ц о фм	TTR	1	disyllabic	TRUE
хи цф е м	TTR	2	disyllabic	TRUE
ну цф о м	TTR	2	disyllabic	TRUE
ра цф е м	TTR	2	disyllabic	TRUE
 ц е фм	TTR	1	monosyllabic	TRUE
ну ц о фп	TTT	1	disyllabic	FALSE
ги ц о фп	TTT	1	disyllabic	FALSE
 цф о п	TTT	2	monosyllabic	FALSE
 цф о п	TTT	2	monosyllabic	FALSE
гу цф о п	TTT	2	disyllabic	FALSE
бу ц е фх	TTT	1	disyllabic	FALSE
 ц е фх	TTT	1	monosyllabic	FALSE
ми ц е фх	TTT	1	disyllabic	FALSE
га ц о фх	TTT	1	disyllabic	FALSE
 цф о х	TTT	2	monosyllabic	FALSE
 ц е фх	TTT	1	monosyllabic	FALSE
бу ц о фх	TTT	1	disyllabic	FALSE
 цф о х	TTT	2	monosyllabic	FALSE
жи цф е х	TTT	2	disyllabic	FALSE
жа цф е ш	TTT	2	disyllabic	FALSE
 ц о фш	TTT	1	monosyllabic	FALSE
 ц е фш	TTT	1	monosyllabic	FALSE
ми цф о ш	TTT	2	disyllabic	FALSE
бу ц е фш	TTT	1	disyllabic	FALSE
 цф е ш	TTT	2	monosyllabic	FALSE
зи ц е ш	TT	0	disyllabic	FALSE
 ц о ш	TT	0	monosyllabic	FALSE
пу ц е ш	TT	0	disyllabic	FALSE
 ц е ш	TT	0	monosyllabic	FALSE
 ц е ш	TT	0	monosyllabic	FALSE
 ц о ш	TT	0	monosyllabic	FALSE
 ц е ш	TT	0	monosyllabic	FALSE
жи ц о ш	TT	0	disyllabic	FALSE
ша ц е ш	TT	0	disyllabic	FALSE
 ц е ш	TT	0	monosyllabic	FALSE
 ц о ш	TT	0	monosyllabic	FALSE
та ц о ш	TT	0	disyllabic	FALSE
 ц о ш	TT	0	monosyllabic	FALSE
 ц е ш	TT	0	monosyllabic	FALSE
 цш о л	TTR	2	monosyllabic	TRUE
 цш о л	TTR	2	monosyllabic	TRUE
гу цш е л	TTR	2	disyllabic	TRUE
су цш о л	TTR	2	disyllabic	TRUE
му ц е шл	TTR	1	disyllabic	TRUE
 цш е л	TTR	2	monosyllabic	TRUE
 цш е л	TTR	2	monosyllabic	TRUE
ху ц о шл	TTR	1	disyllabic	TRUE
гу ц о шл	TTR	1	disyllabic	TRUE
жи ц о шл	TTR	1	disyllabic	TRUE
 цш е л	TTR	2	monosyllabic	TRUE
 цш о л	TTR	2	monosyllabic	TRUE
ка ц е шм	TTR	1	disyllabic	TRUE
 цш е м	TTR	2	monosyllabic	TRUE
ту ц о шм	TTR	1	disyllabic	TRUE
 цш о м	TTR	2	monosyllabic	TRUE
су ц о шм	TTR	1	disyllabic	TRUE
ба ц е шм	TTR	1	disyllabic	TRUE
 ц о шм	TTR	1	monosyllabic	TRUE
 цш о м	TTR	2	monosyllabic	TRUE
ра цш о м	TTR	2	disyllabic	TRUE
 ц е шн	TTR	1	monosyllabic	TRUE
 ц е шн	TTR	1	monosyllabic	TRUE
ти цш е н	TTR	2	disyllabic	TRUE
 ц о шн	TTR	1	monosyllabic	TRUE
шу ц о шн	TTR	1	disyllabic	TRUE
ну ц е шп	TTT	1	disyllabic	FALSE
гу ц о шп	TTT	1	disyllabic	FALSE
 ц о шп	TTT	1	monosyllabic	FALSE
шу цш о п	TTT	2	disyllabic	FALSE
 цш о п	TTT	2	monosyllabic	FALSE
ту ц о шп	TTT	1	disyllabic	FALSE
 ц е шр	TTR	1	monosyllabic	TRUE
 ц е шр	TTR	1	monosyllabic	TRUE
жи ц о шр	TTR	1	disyllabic	TRUE
му ц е шр	TTR	1	disyllabic	TRUE
 ц е шр	TTR	1	monosyllabic	TRUE
 цш е р	TTR	2	monosyllabic	TRUE
 ц е шр	TTR	1	monosyllabic	TRUE
су ц о шр	TTR	1	disyllabic	TRUE
 цш о р	TTR	2	monosyllabic	TRUE
ла цш о р	TTR	2	disyllabic	TRUE
гу цш о р	TTR	2	disyllabic	TRUE
ти ц е шр	TTR	1	disyllabic	TRUE
жи цш о р	TTR	2	disyllabic	TRUE
ру ц о шр	TTR	1	disyllabic	TRUE
 цш е с	TTT	2	monosyllabic	FALSE
 цш е с	TTT	2	monosyllabic	FALSE
 ц о шс	TTT	1	monosyllabic	FALSE
ра цш е с	TTT	2	disyllabic	FALSE
ги ц е шс	TTT	1	disyllabic	FALSE
ла цш о с	TTT	2	disyllabic	FALSE
ши цш о т	TTT	2	disyllabic	FALSE
 ц е шт	TTT	1	monosyllabic	FALSE
ма ц о шт	TTT	1	disyllabic	FALSE
 цш е т	TTT	2	monosyllabic	FALSE
ки цш е т	TTT	2	disyllabic	FALSE
 цш о х	TTT	2	monosyllabic	FALSE
 цш о х	TTT	2	monosyllabic	FALSE
зи ц о шх	TTT	1	disyllabic	FALSE
ши ц о шх	TTT	1	disyllabic	FALSE
ру цш е х	TTT	2	disyllabic	FALSE
 цш о х	TTT	2	monosyllabic	FALSE
ку ц е шх	TTT	1	disyllabic	FALSE
 ц о шх	TTT	1	monosyllabic	FALSE
 ч е в	TR	0	monosyllabic	TRUE
 ч е в	TR	0	monosyllabic	TRUE
лу ч е в	TR	0	disyllabic	TRUE
 ч е в	TR	0	monosyllabic	TRUE
ми ч о в	TR	0	disyllabic	TRUE
 ч о в	TR	0	monosyllabic	TRUE
ру ч о в	TR	0	disyllabic	TRUE
 ч о в	TR	0	monosyllabic	TRUE
 ч о в	TR	0	monosyllabic	TRUE
пи ч о в	TR	0	disyllabic	TRUE
 ч е в	TR	0	monosyllabic	TRUE
 ч о в	TR	0	monosyllabic	TRUE
пу ч е л	TR	0	disyllabic	TRUE
 ч е л	TR	0	monosyllabic	TRUE
жу ч о л	TR	0	disyllabic	TRUE
 ч е л	TR	0	monosyllabic	TRUE
ти ч е л	TR	0	disyllabic	TRUE
ха ч о л	TR	0	disyllabic	TRUE
ка ч е л	TR	0	disyllabic	TRUE
бу ч о л	TR	0	disyllabic	TRUE
ну ч е л	TR	0	disyllabic	TRUE
 ч о л	TR	0	monosyllabic	TRUE
шу ч е л	TR	0	disyllabic	TRUE
зу ч о л	TR	0	disyllabic	TRUE
 ч о л	TR	0	monosyllabic	TRUE
 ч о л	TR	0	monosyllabic	TRUE
ба ч е л	TR	0	disyllabic	TRUE
 ч е л	TR	0	monosyllabic	TRUE
ти ч о л	TR	0	disyllabic	TRUE
пи ч е л	TR	0	disyllabic	TRUE
зу ч о лр	TRR	1	disyllabic	FALSE
 чл о р	TRR	2	monosyllabic	FALSE
 чл о р	TRR	2	monosyllabic	FALSE
 чл е р	TRR	2	monosyllabic	FALSE
зу чл е р	TRR	2	disyllabic	FALSE
 чл о р	TRR	2	monosyllabic	FALSE
ху чл о р	TRR	2	disyllabic	FALSE
ра ч е лр	TRR	1	disyllabic	FALSE
ма чл о р	TRR	2	disyllabic	FALSE
 чл е р	TRR	2	monosyllabic	FALSE
 ч о лр	TRR	1	monosyllabic	FALSE
 ч о лр	TRR	1	monosyllabic	FALSE
 чл о р	TRR	2	monosyllabic	FALSE
 ч е лр	TRR	1	monosyllabic	FALSE
 ч е лр	TRR	1	monosyllabic	FALSE
ри ч е лр	TRR	1	disyllabic	FALSE
жу чл е р	TRR	2	disyllabic	FALSE
 чл о р	TRR	2	monosyllabic	FALSE
 чл о р	TRR	2	monosyllabic	FALSE
та чл е р	TRR	2	disyllabic	FALSE
шу чл о р	TRR	2	disyllabic	FALSE
 ч е лр	TRR	1	monosyllabic	FALSE
 чл о р	TRR	2	monosyllabic	FALSE
 ч о лр	TRR	1	monosyllabic	FALSE
 чл е р	TRR	2	monosyllabic	FALSE
би ч о лр	TRR	1	disyllabic	FALSE
си ч о лр	TRR	1	disyllabic	FALSE
 чл о р	TRR	2	monosyllabic	FALSE
 чл о р	TRR	2	monosyllabic	FALSE
 ч о лр	TRR	1	monosyllabic	FALSE
 ч е лр	TRR	1	monosyllabic	FALSE
 чл е р	TRR	2	monosyllabic	FALSE
 чл е р	TRR	2	monosyllabic	FALSE
 ч о лр	TRR	1	monosyllabic	FALSE
ки ч е лр	TRR	1	disyllabic	FALSE
 чл о р	TRR	2	monosyllabic	FALSE
 ч о лр	TRR	1	monosyllabic	FALSE
су чл о р	TRR	2	disyllabic	FALSE
 чл о р	TRR	2	monosyllabic	FALSE
 ч е лр	TRR	1	monosyllabic	FALSE
 чл о р	TRR	2	monosyllabic	FALSE
 ч о лр	TRR	1	monosyllabic	FALSE
 ч о лр	TRR	1	monosyllabic	FALSE
лу чл о р	TRR	2	disyllabic	FALSE
 чл е р	TRR	2	monosyllabic	FALSE
 ч е лр	TRR	1	monosyllabic	FALSE
ши ч о лр	TRR	1	disyllabic	FALSE
жа ч о лр	TRR	1	disyllabic	FALSE
жа ч о лр	TRR	1	disyllabic	FALSE
 чл е р	TRR	2	monosyllabic	FALSE
зу ч е н	TR	0	disyllabic	TRUE
 ч о н	TR	0	monosyllabic	TRUE
 ч о н	TR	0	monosyllabic	TRUE
 ч е н	TR	0	monosyllabic	TRUE
ба ч о н	TR	0	disyllabic	TRUE
 ч е н	TR	0	monosyllabic	TRUE
 ч о н	TR	0	monosyllabic	TRUE
су ч е н	TR	0	disyllabic	TRUE
ли ч о н	TR	0	disyllabic	TRUE
 ч е н	TR	0	monosyllabic	TRUE
ху ч о н	TR	0	disyllabic	TRUE
 ч о н	TR	0	monosyllabic	TRUE
ха ч о н	TR	0	disyllabic	TRUE
ша ч е н	TR	0	disyllabic	TRUE
 ч о нр	TRR	1	monosyllabic	FALSE
ху чн о р	TRR	2	disyllabic	FALSE
бу чн е р	TRR	2	disyllabic	FALSE
 чн о р	TRR	2	monosyllabic	FALSE
 ч е нр	TRR	1	monosyllabic	FALSE
ху ч о нр	TRR	1	disyllabic	FALSE
хи ч о нр	TRR	1	disyllabic	FALSE
 чн е р	TRR	2	monosyllabic	FALSE
би ч о нр	TRR	1	disyllabic	FALSE
 чн о р	TRR	2	monosyllabic	FALSE
 чн о р	TRR	2	monosyllabic	FALSE
шу чн о р	TRR	2	disyllabic	FALSE
 ч о нр	TRR	1	monosyllabic	FALSE
пу чн о р	TRR	2	disyllabic	FALSE
бу чн е р	TRR	2	disyllabic	FALSE
зи чн о р	TRR	2	disyllabic	FALSE
ти чн е р	TRR	2	disyllabic	FALSE
 ч о нр	TRR	1	monosyllabic	FALSE
ша чн е р	TRR	2	disyllabic	FALSE
 ч е нр	TRR	1	monosyllabic	FALSE
ки чн о р	TRR	2	disyllabic	FALSE
 чн о р	TRR	2	monosyllabic	FALSE
жа чн е р	TRR	2	disyllabic	FALSE
 ч е нр	TRR	1	monosyllabic	FALSE
хи ч о нр	TRR	1	disyllabic	FALSE
 чн е р	TRR	2	monosyllabic	FALSE
ну ч о нр	TRR	1	disyllabic	FALSE
шу чн е р	TRR	2	disyllabic	FALSE
 ч е нр	TRR	1	monosyllabic	FALSE
 ч е нр	TRR	1	monosyllabic	FALSE
ну ч о нр	TRR	1	disyllabic	FALSE
ра чн е р	TRR	2	disyllabic	FALSE
си чн о р	TRR	2	disyllabic	FALSE
пи ч о нр	TRR	1	disyllabic	FALSE
 ч о п	TT	0	monosyllabic	FALSE
 ч е п	TT	0	monosyllabic	FALSE
 ч е п	TT	0	monosyllabic	FALSE
ги ч о п	TT	0	disyllabic	FALSE
 ч о п	TT	0	monosyllabic	FALSE
си ч е п	TT	0	disyllabic	FALSE
ру ч е п	TT	0	disyllabic	FALSE
 ч о п	TT	0	monosyllabic	FALSE
 ч е п	TT	0	monosyllabic	FALSE
су ч о п	TT	0	disyllabic	FALSE
ти ч о пв	TTR	1	disyllabic	TRUE
