item	nak	nek	naknek
h i t e t l e n s E g	0	183	0.000
h i t v e s	0	67	0.000
h I v e k	0	2940	0.000
h I v OE	0	199	0.000
h I z e l g E s	0	134	0.000
h I z e l g OE	0	15	0.000
h I z e l k e d E s	0	21	0.000
h OE	0	61	0.000
h oe l gy	0	5390	0.000
h oe m p oe ly oe g	0	331	0.000
h oe r cs oe g	0	86	0.000
h oe r g E s	0	19	0.000
h oe r oe g	0	171	0.000
h OE s	0	261	0.000
h OE s E g	0	13	0.000
h OE s i e s	0	13	0.000
h OE s i e s s E g	0	8	0.000
h OE s oe k	0	170	0.000
h UE	0	69	0.000
h ue ly e s E g e k	0	36	0.000
h ue ly E s k e d E s	0	28	0.000
h UE s E g	0	70	0.000
h UE s E g e s	0	89	0.000
h UE t l e n s E g	0	21	0.000
h UE t OE	0	15	0.000
h ue v e ly	0	86	0.000
h ue v e ly e s e k	0	20	0.000
h ue v e ly k	0	26	0.000
h UE v oe s	0	38	0.000
i d e g	0	75	0.000
i d e j UE	0	10	0.000
i d E ny	0	600	0.000
i d E t l e n	0	243	0.000
i d E z E s	0	200	0.000
i d E z e t	0	292	0.000
i d E z e t t	0	13	0.000
i d i l l	0	278	0.000
i d OE	0	998	0.000
i d OE k	0	219	0.000
i d OE l e g e s	0	16	0.000
i d OE m	0	7	0.000
i d OE s	0	72	0.000
i d OE s e b b	0	96	0.000
i d OE z I t E s	0	12	0.000
i g e	0	1850	0.000
i g e n	0	286	0.000
i g e n l E s	0	12	0.000
i g E ny	0	4400	0.000
i g E ny e k	0	18200	0.000
i g E ny e l t	0	19	0.000
i g E ny e s	0	710	0.000
i g E ny l OE	0	202	0.000
i g E ny t e l e n	0	228	0.000
i g E ny UE	0	10	0.000
I g E r e t	0	818	0.000
I g E r e t e k	0	617	0.000
I g E r OE	0	19	0.000
I g E r t	0	13	0.000
i g E z e t	0	31	0.000
i gy e k e z e t	0	329	0.000
i gy e k v E s	0	11	0.000
i h l e t	0	222	0.000
i h l e t e t t	0	63	0.000
i j e d e l e m	0	17	0.000
i j e d t	0	102	0.000
i j e d t s E g	0	35	0.000
i j e sz t OE	0	64	0.000
i k e r	0	73	0.000
i k r e k	0	439	0.000
i l l e d e l m e s	0	31	0.000
i l l e m	0	72	0.000
i l l e n d OE	0	37	0.000
i l l E s	0	607	0.000
i l l e sz k e d E s	0	47	0.000
i l l e sz k e d OE	0	18	0.000
i l l e sz t E s	0	86	0.000
i l l e t E k e k	0	81	0.000
i l l e t l e n s E g	0	243	0.000
i l l e t m E ny	0	217	0.000
i l l e t OE	0	475	0.000
i l l OE	0	97	0.000
i ly	0	48	0.000
i m p o r t OE r	0	28	0.000
i n ch	0	6	0.000
i n c i d e n s	0	365	0.000
i n cs e l k e d E s	0	11	0.000
i n d e k s	0	3690	0.000
i n d i sz k r E t	0	30	0.000
i n e r t	0	15	0.000
i n g e r	0	166	0.000
i n g e r l E k e ny	0	42	0.000
i n g e r l E s	0	39	0.000
i n g e r ue l t s E g	0	22	0.000
i n gy e n e s	0	302	0.000
I n s E g	0	76	0.000
I n s E g e s	0	11	0.000
i n t e l l i g e n s	0	519	0.000
i n t e l m e k	0	48	0.000
i n t E s	0	124	0.000
i n t E z m E ny e s	0	18	0.000
i n t i m	0	85	0.000
i n v e r z	0	11	0.000
I ny	0	62	0.000
I ny e n c	0	88	0.000
i p s e	0	62	0.000
i r i gy	0	80	0.000
i r i gy s E g	0	181	0.000
I r i sz	0	31	0.000
i s m e r E s	0	22	0.000
i s m e r e t	0	548	0.000
i s m e r e t e k	0	2650	0.000
i s m e r e t s E g	0	148	0.000
i s m e r OE s	0	348	0.000
i s m e r t	0	807	0.000
i s m e r t e t E s	0	127	0.000
i s m E r v	0	84	0.000
i s m E t l E s	0	302	0.000
i s t e n e m	0	763	0.000
i s t e n e s	0	12	0.000
i s t e n n E	0	15	0.000
i s t e n s E g	0	645	0.000
i s t e n t e l e n	0	216	0.000
I t E l e t	0	1680	0.000
I t E l e t e k	0	201	0.000
I t E l t	0	112	0.000
I v e k	0	103	0.000
I z e l I t OE	0	58	0.000
I z e s	0	20	0.000
I z e s I t E s	0	32	0.000
I z e s I t OE	0	9	0.000
I z e t l e n	0	92	0.000
i z g i	0	37	0.000
I z l e l E s	0	38	0.000
I z l E s	0	955	0.000
I z l E s e m	0	344	0.000
I z l E s e s	0	132	0.000
I z l E s t e l e n	0	551	0.000
I z l e t e s	0	224	0.000
i z o m e r	0	10	0.000
I z UE	0	27	0.000
I z ue l e t	0	25	0.000
j E g	0	276	0.000
j e g e s	0	28	0.000
j e gy	0	596	0.000
j e gy e s	0	58	0.000
j e gy e s e k	0	154	0.000
j e gy e s s E g	0	27	0.000
j e gy z E s	0	26	0.000
j e gy z e t	0	275	0.000
j e gy z e t e k	0	114	0.000
j e gy z e t t	0	8	0.000
j e gy z OE k oe ny v	0	210	0.000
j e l	0	3770	0.000
j e l e	0	2680	0.000
j e l e k	0	825	0.000
j e l e n E s	0	87	0.000
j e l e n e t	0	2010	0.000
j e l e n l e v OE k	0	78	0.000
j e l e n s E g e k	0	2020	0.000
j e l e n t E k e ny	0	108	0.000
j e l e n t E s	0	2350	0.000
j e l e n t E s e k	0	449	0.000
j e l e n t k e z E s	0	986	0.000
j e l e n t k e z OE	0	479	0.000
j e l e n t OE s	0	624	0.000
j e l e n t OE s E g	0	13	0.000
j e l e s	0	102	0.000
j e l l e g	0	470	0.000
j e l l e g e	0	10600	0.000
j e l l e g t e l e n	0	104	0.000
j e l l e g UE	0	571	0.000
j e l l e g z e t e s	0	237	0.000
j e l l e m	0	393	0.000
j e l l e m t e l e n	0	47	0.000
j e l l e m z E s	0	96	0.000
j e l l e m z OE	0	243	0.000
j e l oe l t s E g	0	18	0.000
j e l v E ny	0	80	0.000
j e l v E ny e k	0	53	0.000
j e l z E s	0	626	0.000
j e l z e t	0	22	0.000
j e l z e t t	0	22	0.000
j e l z OE	0	68	0.000
j e n k i	0	51	0.000
j e n k i k	0	51	0.000
j o g sz e r UE s E g	0	9	0.000
j O h i sz e m UE	0	27	0.000
j O k E p UE	0	13	0.000
j oe t t	0	78	0.000
j oe t t ue n k	0	9	0.000
j oe v e d e l e m	0	2230	0.000
j oe v e n d OE	0	34	0.000
j oe v e n d oe l E s	0	117	0.000
j oe v e v E ny	0	600	0.000
j oe v OE	0	587	0.000
k a b i n e t	0	974	0.000
k a l i b e r	0	32	0.000
k a r d cs oe r t e t E s	0	11	0.000
k a t a l I z i s	0	10	0.000
k a t e k E z i s	0	71	0.000
k e b e l	0	243	0.000
k e cs e s	0	54	0.000
k e cs k e	0	452	0.000
k e d d	0	66	0.000
k e d E ly	0	141	0.000
k e d E ly e s	0	64	0.000
k e d E ly e s s E g	0	25	0.000
k e d v	0	293	0.000
k e d v e	0	1960	0.000
k e d v e d	0	54	0.000
k e d v e l t	0	47	0.000
k e d v e m	0	83	0.000
k e d v e n c	0	32200	0.000
k e d v e s	0	1940	0.000
k e d v e s k e d E s	0	39	0.000
k e d v e s s E g	0	95	0.000
k e d v e t l e n s E g	0	25	0.000
k e d v e z E s	0	11	0.000
k e d v e z m E ny	0	387	0.000
k e d v e z m E ny e s	0	46	0.000
k e d v e z OE	0	374	0.000
k e d v e z OE t l e n	0	87	0.000
k e d v t e l E s	0	91	0.000
k e d v UE	0	12	0.000
k e gy	0	171	0.000
k e gy e l e t	0	127	0.000
k e gy e l m e s	0	24	0.000
k e gy e n c	0	20	0.000
k e gy e s	0	163	0.000
k e gy e s s E g	0	178	0.000
k e gy e t l e n s E g	0	222	0.000
k e h e ly	0	80	0.000
k E j	0	216	0.000
k E j e l g E s	0	23	0.000
k E j e n c	0	27	0.000
k e k e c	0	6	0.000
k E k e s	0	42	0.000
k e k sz	0	31	0.000
k e l e	0	70	0.000
k e l e n d OE	0	10	0.000
k e l E s	0	62	0.000
k e l e t	0	2150	0.000
k e l e t k e z E s	0	90	0.000
k e l l E k e k	0	153	0.000
k e l l e m	0	15	0.000
k e l l e m e s	0	1570	0.000
k e l l e m e s s E g	0	20	0.000
k e l t	0	13	0.000
k e l t E s	0	13	0.000
k e l t e z E s	0	15	0.000
k e l t OE	0	17	0.000
k E m	0	557	0.000
k e m E ny	0	1780	0.000
k E m E ny	0	179	0.000
k e m E ny s E g	0	53	0.000
k e m p i n g	0	72	0.000
k e n d	0	615	0.000
k e n d e r	0	470	0.000
k e n d OE	0	8	0.000
k e n E s	0	21	0.000
k e n e t	0	199	0.000
k e n gy e l	0	27	0.000
k e n t	0	17	0.000
k E ny e l e m	0	271	0.000
k E ny e l m e s	0	670	0.000
k E ny e l m e s s E g	0	15	0.000
k e ny E r	0	921	0.000
k E ny e s	0	302	0.000
k E ny e s k e d E s	0	10	0.000
k E ny sz e r	0	847	0.000
k E ny sz e r e d e t t	0	29	0.000
k E ny sz e r I t E s	0	69	0.000
k E ny sz e r I t e t t	0	22	0.000
k E ny sz e r I t OE	0	9	0.000
k E ny sz e r UE s E g	0	11	0.000
k E ny t e l e n	0	26	0.000
k E p e k	0	2940	0.000
k E p e s	0	5450	0.000
k E p e s I t E s	0	138	0.000
k E p e s I t e t t	0	30	0.000
k E p e s s E g	0	1550	0.000
k E p e s s E g e k	0	807	0.000
k E p e s s E g UE	0	33	0.000
k E p l E k e ny	0	55	0.000
k E p l e t	0	315	0.000
k E p t e l e n	0	1700	0.000
k E p t e l e n s E g	0	1870	0.000
k E p v i s e l OE n k	0	16	0.000
k E p z e l e t	0	728	0.000
k E p z e l g E s	0	86	0.000
k E p z e l OE d E s	0	11	0.000
k E p z e l t	0	22	0.000
k E p z E s	0	3220	0.000
k E p z e t	0	151	0.000
k E p z e t t	0	162	0.000
k E p z e t t s E g	0	291	0.000
k E p z OE	0	9	0.000
k E p z OE d E s	0	8	0.000
k E p z OE d m E ny	0	56	0.000
k E r d E s e k	0	4440	0.000
k E r d E s e s	0	486	0.000
k E r d e z E s	0	57	0.000
k E r d e z e t t	0	101	0.000
k E r d e z OE	0	80	0.000
k E r e g	0	73	0.000
k E r e g e t E s	0	30	0.000
k e r e k	0	255	0.000
k e r e k e	0	471	0.000
k e r e k e k	0	267	0.000
k e r e k e s	0	76	0.000
k e r e k I t E s	0	10	0.000
k E r e l m e z OE	0	309	0.000
k E r E s	0	5870	0.000
k e r e s E s	0	763	0.000
k e r e s e t	0	606	0.000
k e r e s e t t	0	108	0.000
k e r e s e t t s E g	0	39	0.000
k e r e s k e d E s	0	286	0.000
k e r e s k e d OE	0	221	0.000
k e r e s k e d OE k	0	310	0.000
k e r e s l e t	0	660	0.000
k e r e s OE	0	75	0.000
k e r e sz t	0	634	0.000
k e r e sz t e l E s	0	51	0.000
k e r e sz t E ny	0	3970	0.000
k e r e sz t e s	0	36	0.000
k e r e sz t e z E s	0	32	0.000
k e r e sz t s E g	0	145	0.000
k e r e t	0	2100	0.000
k e r e t e k	0	508	0.000
k e r i n g E s	0	74	0.000
k e r i n g OE	0	12	0.000
k e r I t E s	0	1750	0.000
k E r k e d E s	0	63	0.000
k E r OE	0	97	0.000
k e r t	0	1780	0.000
k e r t E sz e t	0	87	0.000
k e r t E sz k e d E s	0	32	0.000
k e r t j e	0	1530	0.000
k e r ue l E s	0	151	0.000
k e r ue l e t	0	995	0.000
k e r ue l t	0	39	0.000
k E r v E ny	0	99	0.000
k E r v E ny e z OE	0	30	0.000
k E s e d e l e m	0	186	0.000
k E s e d e l m e s	0	28	0.000
k E s e l E s	0	13	0.000
k e s e ly UE	0	8	0.000
k e s e r UE	0	33	0.000
k e s e r UE s E g	0	19	0.000
k e s e r v e s	0	103	0.000
k E s E s	0	226	0.000
k e s k e ny	0	105	0.000
k E s l e k e d E s	0	144	0.000
k E s l e l t e t E s	0	57	0.000
k E s OE	0	12	0.000
k E sz	0	2490	0.000
k e sz e g	0	79	0.000
k E sz I t E s	0	206	0.000
k E sz I t e t t	0	41	0.000
k E sz I t m E ny	0	389	0.000
k E sz I t OE	0	29	0.000
k E sz l e t	0	300	0.000
k E sz l e t e k	0	117	0.000
k E sz l e t e z E s	0	10	0.000
k E sz s E g	0	328	0.000
k E sz ue l t s E g	0	71	0.000
k E t e l k e d E s	0	133	0.000
k E t e l k e d OE	0	9	0.000
k E t e s	0	224	0.000
k E t k e d E s	0	66	0.000
k E t p e r c e s	0	9	0.000
k e t r e c	0	71	0.000
k e t r e c e k	0	16	0.000
k E t s E g	0	133	0.000
k E t sz e r e s	0	14	0.000
k e t t e s	0	90	0.000
k e t t OE	0	809	0.000
k e t t OE s	0	52	0.000
k e t t OE s s E g	0	46	0.000
k E t ue l E s e s	0	11	0.000
k e v E ly	0	87	0.000
k e v E ly s E g	0	78	0.000
k e v e r e d E s	0	95	0.000
k e v e r t	0	21	0.000
k e v e s e b b	0	671	0.000
k E z	0	1770	0.000
k E z b e s I t E s	0	27	0.000
k E z b e s I t e t t	0	225	0.000
k e z d e m E ny	0	41	0.000
k e z d e t	0	4090	0.000
k e z d e t e	0	6090	0.000
k e z d e t l e g e s	0	165	0.000
k e z d OE	0	117	0.000
k e z e	0	5070	0.000
k e z e d	0	297	0.000
k e z e k	0	356	0.000
k e z e l E s	0	2810	0.000
k e z e l OE	0	92	0.000
k e z e l t	0	35	0.000
k e z e m	0	260	0.000
k e z e s	0	146	0.000
k e z e s s E g	0	18	0.000
k E z m UE v e s	0	21	0.000
k E z m UE v e s s E g	0	22	0.000
k e z UE	0	12	0.000
k I m E l e t	0	15	0.000
k i s	0	128	0.000
k I s E r e t	0	95	0.000
k I s E r l e t	0	3750	0.000
k I s E r OE	0	47	0.000
k I s E r OE k	0	41	0.000
k I s E r t E s	0	3210	0.000
k I s E r t e t	0	196	0.000
k i t	0	36	0.000
k I v ue l i s E g	0	10	0.000
k l i e n s	0	1910	0.000
k l i k k	0	108	0.000
k l i s E	0	68	0.000
k OE	0	108	0.000
k oe cs oe g	0	173	0.000
k oe d	0	658	0.000
k oe d oe s	0	86	0.000
k oe d oe s I t E s	0	89	0.000
k oe h oe g E s	0	26	0.000
k oe k E ny	0	569	0.000
k oe k oe r cs i n	0	15	0.000
k oe l cs oe n	0	262	0.000
k oe l cs oe n oe s	0	1560	0.000
k oe l d oe k	0	18	0.000
k oe l e s	0	30	0.000
k o l e sz t e r i n	0	114	0.000
k o l l a g E n	0	18	0.000
k oe l n	0	33	0.000
k oe l oe k	0	97	0.000
k oe l t e k e z E s	0	72	0.000
k oe l t e m E ny	0	542	0.000
k oe l t e m E ny e k	0	216	0.000
k oe l t E s	0	52	0.000
k oe l t E sz e t	0	2860	0.000
k oe l t OE	0	505	0.000
k oe l t oe z E s	0	99	0.000
k oe l t oe z k oe d E s	0	27	0.000
k oe l t s E g	0	960	0.000
k oe l t s E g e k	0	2030	0.000
k oe ly k oe k	0	384	0.000
k oe ly oe k	0	638	0.000
k o m p o n e n s	0	702	0.000
k OE m UE v e s	0	24	0.000
k o n c e r t	0	829	0.000
k o n k u r e n s	0	139	0.000
k o n k u r r e n s	0	8	0.000
k oe n ny	0	156	0.000
k oe n ny e b b	0	841	0.000
k oe n ny e b b s E g	0	15	0.000
k oe n ny e d	0	264	0.000
k oe n ny e d s E g	0	72	0.000
k oe n ny e k	0	154	0.000
k oe n ny e l m UE	0	10	0.000
k oe n ny e l m UE s E g	0	15	0.000
k oe n ny I t E s	0	58	0.000
k oe n ny UE	0	572	0.000
k o n sz e r n	0	209	0.000
k o n t E n e r	0	60	0.000
k o n t i n e n s	0	591	0.000
k o n t i n e n s e k	0	42	0.000
k o n t i n g e n s	0	162	0.000
k oe n t oe s	0	48	0.000
k o n v e r g e n s	0	32	0.000
k o n v e r t e r	0	57	0.000
k o n v e k s	0	52	0.000
k oe ny oe k	0	32	0.000
k oe ny oe r g E s	0	90	0.000
k oe ny oe r t e l e n	0	100	0.000
k oe ny oe r ue l e t	0	36	0.000
k oe ny v e k	0	2910	0.000
k oe ny v e l E s	0	114	0.000
k oe ny v e m	0	260	0.000
k oe ny v k oe t E sz e t	0	14	0.000
k o n z e r v	0	49	0.000
k o n z u l e n s	0	180	0.000
k oe p c oe s	0	1950	0.000
k oe p e ny	0	90	0.000
k oe p E s	0	12	0.000
k oe p k oe d E s	0	29	0.000
k oe p oe ny e g	0	42	0.000
k oe r	0	6330	0.000
k oe r e t	0	670	0.000
k o r i a n d e r	0	9	0.000
k oe r I t E s	0	110	0.000
k oe r I v	0	18	0.000
k oe r l e t	0	10	0.000
k oe r m oe s	0	10	0.000
k oe r ny e z e t	0	4430	0.000
k oe r oe k	0	2180	0.000
k oe r oe m	0	248	0.000
k oe r oe n d	0	9	0.000
k oe r oe z E s	0	24	0.000
k oe r oe z oe t t	0	19	0.000
k o r r e k t s E g	0	71	0.000
k o r sz e r UE t l e n	0	70	0.000
k o r t e s	0	27	0.000
k o r t e s k e d E s	0	22	0.000
k oe r UE	0	42	0.000
k oe r z e t	0	505	0.000
k oe sz oe n E s	0	78	0.000
k oe sz oe n e t	0	48	0.000
k oe sz oe n t E s	0	56	0.000
k oe sz oe r ue l E s	0	10	0.000
k o sz t ue m	0	11	0.000
k oe sz v E ny	0	14	0.000
k oe t e g	0	17	0.000
k oe t e k e d E s	0	135	0.000
k oe t E l	0	1910	0.000
k oe t e l E k e k	0	112	0.000
k oe t e l e s	0	71	0.000
k oe t e l e s s E g	0	694	0.000
k oe t e l e z E s	0	103	0.000
k oe t e l e z e t t	0	654	0.000
k oe t e l e z OE	0	570	0.000
k oe t e l e z v E ny	0	15	0.000
k oe t E l z e t	0	12	0.000
k oe t E ny	0	32	0.000
k oe t E s	0	313	0.000
k oe t e t	0	2760	0.000
k oe t e t e s	0	17	0.000
k oe t oe t t	0	182	0.000
k oe t oe t t s E g	0	117	0.000
k oe t v E ny	0	73	0.000
k oe t v E ny e k	0	68	0.000
k oe v e k	0	514	0.000
k oe v E r	0	1330	0.000
k oe v E r s E g	0	44	0.000
k oe v e s	0	33	0.000
k oe v e t e l m E ny	0	23000	0.000
k oe v e t E s	0	75	0.000
k oe v e t k e z m E ny	0	199	0.000
k oe v e t k e z OE	0	125	0.000
k oe v e t OE	0	20	0.000
k oe v e t OE k	0	24	0.000
k oe v e z e t	0	34	0.000
k oe v ue l e t	0	63	0.000
k oe z E	0	434	0.000
k oe z e g	0	886	0.000
k oe z e l	0	53	0.000
k oe z e l e b b	0	43	0.000
k oe z e l e d E s	0	311	0.000
k oe z e l I t E s	0	160	0.000
k oe z e l s E g	0	114	0.000
k oe z E p	0	197	0.000
k oe z e p e s	0	929	0.000
k oe z E p s OE	0	13	0.000
k oe z E r d e k UE	0	51	0.000
k OE z e t	0	13	0.000
k OE z e t e k	0	5	0.000
k oe z h e ly e k	0	113	0.000
k oe z j e gy z OE	0	57	0.000
k oe z l e k e d OE	0	10	0.000
k oe z l E k e ny	0	52	0.000
k oe z l e m E ny	0	402	0.000
k oe z l E s	0	590	0.000
k oe z l oe ny	0	231	0.000
k oe z oe m b oe s	0	559	0.000
k oe z oe m b oe s s E g	0	109	0.000
k oe z oe ny	0	174	0.000
k oe z oe ny oe s	0	150	0.000
k oe z oe ny oe s s E g	0	14	0.000
k oe z oe s	0	480	0.000
k oe z oe s e k	0	24	0.000
k oe z p E n z e k	0	109	0.000
k oe zs E g	0	4150	0.000
k oe z t	0	126	0.000
k oe z t e s	0	26	0.000
k oe z v e t l e n s E g	0	89	0.000
k r e d e n c	0	12	0.000
k r E m	0	93	0.000
k r E m e s	0	8	0.000
k r e sz	0	16	0.000
k r e t E n	0	65	0.000
k r i m i	0	167	0.000
k r I z i s	0	172	0.000
k ue l cs I n	0	16	0.000
k ue l d e m E ny	0	204	0.000
k ue l d e m E ny e k	0	62	0.000
k ue l d E s	0	39	0.000
k ue l d e t E s	0	646	0.000
k ue l d oe n c	0	82	0.000
k ue l d oe t t	0	586	0.000
k ue l d oe t t s E g	0	714	0.000
k ue l oe n b	0	787	0.000
k ue l oe n c	0	481	0.000
k ue l oe n oe s	0	2700	0.000
k ue l s OE	0	46	0.000
k ue l s OE s E g e k	0	16	0.000
k ue l t e r ue l e t	0	60	0.000
k u l t U r n oe v E ny	0	18	0.000
k ue r t	0	184	0.000
k ue r t oe s	0	13	0.000
k ue sz k oe d E s	0	28	0.000
k ue sz oe b	0	250	0.000
k ue z d e l m e s	0	24	0.000
k v i n t e t t	0	17	0.000
l E c	0	70	0.000
l E g	0	79	0.000
l E g i e s	0	38	0.000
l E g z E s	0	162	0.000
l E l e g z E s	0	29	0.000
l E l e g z e t	0	52	0.000
l E l e k	0	10500	0.000
l E l e k t e l e n	0	52	0.000
l e n t	0	18	0.000
l E ny	0	4170	0.000
l E ny e g	0	353	0.000
l E ny e g e s	0	4020	0.000
l E ny e g t e l e n	0	568	0.000
l E ny e k	0	1770	0.000
l E p E s	0	6190	0.000
l E p E s e k	0	660	0.000
l E p t e k	0	25	0.000
l E p t e t E s	0	12	0.000
l E t e s I t E s	0	32	0.000
l E t e s I t m E ny	0	717	0.000
l E t e z E s	0	770	0.000
l E t e z OE	0	202	0.000
l e t t	0	44	0.000
l e v OE	0	114	0.000
l E v OE	0	237	0.000
l E v OE k	0	257	0.000
l e k s	0	19	0.000
l i c e n c	0	139	0.000
l i c i t	0	86	0.000
l i d E r c	0	61	0.000
l i f t	0	70	0.000
l i g e t	0	191	0.000
l i k v i d	0	61	0.000
l i m e s	0	36	0.000
l i n cs e l E s	0	11	0.000
l i n k	0	441	0.000
l i sz t	0	313	0.000
l i sz t e s	0	58	0.000
l i t e r	0	91	0.000
l OE f e gy v e r	0	16	0.000
l oe k E s	0	53	0.000
l oe k e t	0	9	0.000
l oe k oe t t	0	87	0.000
l o n d i n e r	0	27	0.000
l oe sz	0	19	0.000
l oe t ty	0	24	0.000
l oe ty oe g E s	0	20	0.000
l oe v e g	0	23	0.000
l oe v E s	0	207	0.000
l oe v E sz	0	49	0.000
l oe v E sz e t	0	32	0.000
l oe v oe l d oe z E s	0	1740	0.000
l ue k t e t E s	0	19	0.000
m A g n e s e s s E g	0	18	0.000
m a j o n E z	0	20	0.000
m a n oe k e n	0	34	0.000
m a n OE v e r	0	42	0.000
m e c cs	0	889	0.000
m e cs e t	0	105	0.000
m e d d OE	0	42	0.000
m e d e n c e	0	522	0.000
m e d e r	0	94	0.000
m e d v e	0	801	0.000
m e g gy	0	36	0.000
m e gy e	0	7390	0.000
m E h	0	286	0.000
m e l e g	0	1620	0.000
m e l e g e d E s	0	26	0.000
m e l e g s E g	0	70	0.000
m e l l	0	145	0.000
m e l l e k	0	70	0.000
m e l l E ny	0	40	0.000
m e l l OE z oe t t	0	16	0.000
m E ly	0	495	0.000
m E ly e b b	0	188	0.000
m E ly e d E s	0	21	0.000
m E ly s E g	0	359	0.000
m E ly ue l	0	398	0.000
m e n e k ue l E s	0	455	0.000
m e n e k ue l t	0	464	0.000
m e n E s	0	78	0.000
m E n e s	0	90	0.000
m e n e sz t E s	0	6	0.000
m e n e t	0	581	0.000
m e n e t e	0	2030	0.000
m e n e t e l E s	0	100	0.000
m e n h e ly	0	87	0.000
m e n ny	0	1870	0.000
m e n ny e z e t	0	68	0.000
m e n ny i	0	281	0.000
m e n ny i s E g	0	2430	0.000
m e n ny i s E g UE	0	10	0.000
m e n OE	0	32	0.000
m e n t	0	60	0.000
m e n t e s	0	841	0.000
m e n t E s	0	184	0.000
m e n t e s I t E s	0	53	0.000
m e n t e s s E g	0	80	0.000
m e n t OE	0	18	0.000
m e n t s E g	0	119	0.000
m e n ue	0	271	0.000
m e ny	0	63	0.000
m e ny E t	0	21	0.000
m e r e d	0	1840	0.000
m e r e d e k	0	375	0.000
m e r e d E ly	0	39	0.000
m E r e g	0	1460	0.000
m e r e n g E s	0	20	0.000
m e r E ny l e t	0	6560	0.000
m e r E ny l OE	0	25	0.000
m E r E s	0	404	0.000
m e r E sz s E g	0	181	0.000
m E r e t	0	681	0.000
m E r e t e k	0	208	0.000
m E r e t e z E s	0	39	0.000
m E r e t UE	0	71	0.000
m e r e v	0	578	0.000
m e r e v I t E s	0	15	0.000
m e r e v s E g	0	65	0.000
m E r g e s	0	143	0.000
m E r g e z E s	0	146	0.000
m E r g e z e t t	0	33	0.000
m E r g e z OE	0	18	0.000
m e r I t E s	0	11	0.000
m E r k OE z E s	0	165	0.000
m E r l e g	0	390	0.000
m E r l e g e l E s	0	188	0.000
m E r n oe k	0	1570	0.000
m E r n oe k oe k	0	1690	0.000
m E r n oe k s E g	0	9	0.000
m e r OE l e g e s	0	12	0.000
m E r s E k e l t	0	521	0.000
m E r s E k l E s	0	12	0.000
m E r s E k l e t	0	33	0.000
m E r t	0	93	0.000
m E r t E k l e t e s	0	49	0.000
m E r t E k UE	0	106	0.000
m e s e	0	2270	0.000
m e s e b e l i	0	46	0.000
m e s E s	0	98	0.000
m e s sz e b b	0	15	0.000
m e s sz e s E g	0	78	0.000
m e s sz i	0	308	0.000
m e s t e r k e d E s	0	59	0.000
m e s t e r k E l t	0	448	0.000
m e s t e r k E l t s E g	0	26	0.000
m e s t e r s E g	0	608	0.000
m E sz	0	294	0.000
m E t e ly	0	25	0.000
m E t e r	0	265	0.000
m E t e r e s	0	50	0.000
m e t sz E s	0	65	0.000
m e z	0	51	0.000
m E z	0	343	0.000
m e z OE	0	178	0.000
m e z OE ny	0	63	0.000
m e z t e l e n	0	204	0.000
m e z t e l e n s E g	0	36	0.000
m i E r t	0	40	0.000
m i g r E n	0	42	0.000
m i l i OE	0	14	0.000
m i l l i m E t e r	0	22	0.000
m i m i k r i	0	25	0.000
m i n d e n e m	0	17	0.000
m i n d e n e s	0	113	0.000
m i n d e n s E g	0	534	0.000
m i n i sz t e r	0	11900	0.000
m i n OE s E g	0	185	0.000
m i n OE s E g UE	0	66	0.000
m i n OE s I t E s	0	110	0.000
m i n OE s I t e t t	0	14	0.000
m i r i gy	0	80	0.000
m i s e	0	312	0.000
m o d e r n s E g	0	126	0.000
m UE	0	833	0.000
m UE k oe d E s	0	247	0.000
m UE k oe d E s UE	0	7	0.000
m UE k oe d OE	0	39	0.000
m UE k oe d t e t E s	0	20	0.000
m u t a g E n	0	41	0.000
m UE v e k	0	427	0.000
m UE v e l E s	0	14	0.000
m UE v e l e t	0	223	0.000
m UE v e l OE d E s	0	43	0.000
m UE v e l t	0	30	0.000
m UE v e l t s E g	0	126	0.000
m UE v E sz	0	959	0.000
m UE v E sz e t	0	944	0.000
m UE v E sz e t e k	0	135	0.000
m ue z l i	0	12	0.000
n a gy k E p UE s E g	0	32	0.000
n a gy k oe v e t s E g	0	439	0.000
n a gy l e l k UE s E g	0	10	0.000
n e d v	0	24	0.000
n e d v e k	0	27	0.000
n e d v e s	0	154	0.000
n e d v e s s E g	0	385	0.000
n E g e r	0	267	0.000
n E g e r e k	0	144	0.000
n E gy	0	739	0.000
n e gy e d	0	326	0.000
n e gy e d e	0	862	0.000
n E gy e s	0	223	0.000
n e gy v e n	0	89	0.000
n E gy z e t	0	176	0.000
n e h E z	0	5340	0.000
n e h e z e b b	0	821	0.000
n e h E z k e s	0	595	0.000
n e h E zs E g	0	311	0.000
n e h E zs E g e k	0	522	0.000
n e h e z t e l E s	0	30	0.000
n e j e	0	1750	0.000
n e j e m	0	331	0.000
n E l k ue l i s E g	0	47	0.000
n E l k ue l oe z E s	0	62	0.000
n E l k ue l oe z OE	0	15	0.000
n e m	0	2000	0.000
n e m e k	0	81	0.000
n E m e ly	0	30	0.000
n E m e ly i k ue k	0	195	0.000
n e m e s	0	908	0.000
n e m e s s E g	0	675	0.000
n E m e t	0	2270	0.000
n e m e z	0	17	0.000
n e m e z i s	0	11	0.000
n e m i s E g	0	56	0.000
n e m l e g e s	0	23	0.000
n e m t e l e n	0	53	0.000
n e m z e d E k e k	0	1550	0.000
